Time (s),System Output,ControllerOutput
7.580079,1.022564,0.013872
7.590079,1.022499,0.013888
7.600079,1.022433,0.013907
7.610079,1.022367,0.013924
7.620080,1.022302,0.013942
7.630080,1.022237,0.013958
7.640080,1.022172,0.013977
7.650080,1.022108,0.013995
7.660080,1.022043,0.014011
7.670081,1.021979,0.014030
7.680081,1.021915,0.014046
7.690081,1.021851,0.014065
7.700081,1.021787,0.014081
7.710082,1.021723,0.014098
7.720082,1.021660,0.014115
7.730082,1.021597,0.014133
7.740082,1.021534,0.014149
7.750082,1.021471,0.014167
7.760083,1.021408,0.014184
7.770083,1.021346,0.014200
7.780083,1.021284,0.014218
7.790083,1.021222,0.014234
7.800084,1.021160,0.014252
7.810084,1.021098,0.014266
7.820084,1.021036,0.014285
7.830084,1.020975,0.014301
7.840085,1.020914,0.014317
7.850085,1.020853,0.014334
7.860085,1.020792,0.014351
7.870085,1.020731,0.014367
7.880085,1.020671,0.014384
7.890086,1.020610,0.014399
7.900086,1.020550,0.014416
7.910086,1.020490,0.014432
7.920086,1.020431,0.014447
7.930087,1.020371,0.014465
7.940087,1.020311,0.014481
7.950087,1.020252,0.014496
7.960087,1.020193,0.014513
7.970088,1.020134,0.014529
7.980088,1.020075,0.014544
7.990088,1.020017,0.014561
8.000088,1.019958,0.014576
8.010088,1.019900,0.014592
8.020088,1.019842,0.014608
8.030088,1.019784,0.014624
8.040089,1.019726,0.014639
8.050089,1.019669,0.014655
8.060089,1.019611,0.014671
8.070089,1.019554,0.014686
8.080090,1.019497,0.014702
8.090090,1.019440,0.014717
8.100090,1.019383,0.014732
8.110090,1.019327,0.014747
8.120090,1.019270,0.014763
8.130091,1.019214,0.014778
8.140091,1.019158,0.014793
8.150091,1.019102,0.014809
8.160091,1.019046,0.014824
8.170092,1.018991,0.014838
8.180092,1.018935,0.014854
8.190092,1.018880,0.014869
8.200092,1.018825,0.014885
8.210093,1.018770,0.014897
8.220093,1.018715,0.014913
8.230093,1.018661,0.014928
8.240093,1.018606,0.014943
8.250093,1.018552,0.014956
8.260094,1.018498,0.014972
8.270094,1.018444,0.014987
8.280094,1.018390,0.015002
8.290094,1.018336,0.015017
8.300095,1.018283,0.015030
8.310095,1.018229,0.015046
8.320095,1.018176,0.015059
8.330095,1.018123,0.015074
8.340096,1.018070,0.015087
8.350096,1.018018,0.015102
8.360096,1.017965,0.015116
8.370096,1.017913,0.015131
8.380096,1.017860,0.015145
8.390097,1.017808,0.015160
8.400097,1.017756,0.015173
8.410097,1.017704,0.015188
8.420097,1.017653,0.015202
8.430098,1.017601,0.015217
8.440098,1.017550,0.015229
8.450098,1.017498,0.015243
8.460098,1.017447,0.015257
8.470098,1.017396,0.015271
8.480099,1.017346,0.015285
8.490099,1.017295,0.015299
8.500099,1.017244,0.015313
8.510099,1.017194,0.015325
8.520100,1.017144,0.015340
8.530100,1.017094,0.015353
8.540100,1.017044,0.015367
8.550100,1.016994,0.015381
8.560101,1.016945,0.015394
8.570101,1.016895,0.015408
8.580101,1.016846,0.015421
8.590101,1.016797,0.015433
8.600101,1.016748,0.015447
8.610102,1.016699,0.015460
8.620102,1.016650,0.015474
8.630102,1.016601,0.015487
8.640102,1.016553,0.015501
8.650103,1.016504,0.015514
8.660103,1.016456,0.015528
8.670103,1.016408,0.015540
8.680103,1.016360,0.015552
8.690104,1.016313,0.015565
8.700104,1.016265,0.015578
8.710104,1.016218,0.015591
8.720104,1.016170,0.015604
8.730104,1.016123,0.015617
8.740105,1.016076,0.015630
8.750105,1.016029,0.015643
8.760105,1.015982,0.015656
8.770105,1.015935,0.015669
8.780106,1.015889,0.015682
8.790106,1.015842,0.015694
8.800106,1.015796,0.015706
8.810106,1.015750,0.015718
8.820107,1.015704,0.015731
8.830107,1.015658,0.015743
8.840107,1.015613,0.015755
8.850107,1.015567,0.015768
8.860107,1.015522,0.015780
8.870108,1.015476,0.015792
8.880108,1.015431,0.015805
8.890108,1.015386,0.015817
8.900108,1.015341,0.015829
8.910109,1.015296,0.015842
8.920109,1.015252,0.015854
8.930109,1.015207,0.015866
8.940109,1.015163,0.015877
8.950109,1.015119,0.015890
8.960110,1.015074,0.015901
8.970110,1.015031,0.015914
8.980110,1.014987,0.015925
8.990110,1.014943,0.015937
9.000111,1.014899,0.015949
9.010111,1.014856,0.015961
9.020111,1.014812,0.015973
9.030111,1.014769,0.015985
9.040112,1.014726,0.015997
9.050112,1.014683,0.016008
9.060112,1.014640,0.016020
9.070112,1.014597,0.016031
9.080112,1.014555,0.016043
9.090113,1.014512,0.016054
9.100113,1.014470,0.016066
9.110113,1.014428,0.016077
9.120113,1.014386,0.016088
9.130114,1.014344,0.016100
9.140114,1.014302,0.016111
9.150114,1.014260,0.016124
9.160114,1.014218,0.016133
9.170115,1.014177,0.016147
9.180115,1.014135,0.016157
9.190115,1.014094,0.016169
9.200115,1.014053,0.016180
9.210115,1.014012,0.016192
9.220116,1.013971,0.016201
9.230116,1.013930,0.016213
9.240116,1.013889,0.016224
9.250116,1.013849,0.016235
9.260117,1.013808,0.016246
9.270117,1.013768,0.016257
9.280117,1.013728,0.016268
9.290117,1.013688,0.016278
9.300117,1.013648,0.016289
9.310118,1.013608,0.016301
9.320118,1.013568,0.016312
9.330118,1.013528,0.016323
9.340118,1.013489,0.016334
9.350119,1.013449,0.016345
9.360119,1.013410,0.016355
9.370119,1.013371,0.016365
9.380119,1.013332,0.016376
9.390120,1.013293,0.016386
9.400120,1.013254,0.016396
9.410120,1.013216,0.016408
9.420120,1.013177,0.016418
9.430120,1.013139,0.016429
9.440121,1.013100,0.016439
9.450121,1.013062,0.016449
9.460121,1.013024,0.016460
9.470121,1.012986,0.016470
9.480122,1.012948,0.016480
9.490122,1.012910,0.016492
9.500122,1.012872,0.016501
9.510122,1.012834,0.016512
9.520123,1.012797,0.016521
9.530123,1.012760,0.016532
9.540123,1.012722,0.016541
9.550123,1.012685,0.016551
9.560123,1.012648,0.016562
9.570124,1.012611,0.016572
9.580124,1.012575,0.016582
9.590124,1.012538,0.016592
9.600124,1.012501,0.016602
9.610125,1.012465,0.016612
9.620125,1.012428,0.016623
9.630125,1.012392,0.016632
9.640125,1.012356,0.016642
9.650126,1.012320,0.016652
9.660126,1.012284,0.016662
9.670126,1.012248,0.016671
9.680126,1.012212,0.016681
9.690126,1.012176,0.016690
9.700127,1.012141,0.016700
9.710127,1.012105,0.016709
9.720127,1.012070,0.016719
9.730127,1.012035,0.016730
9.740128,1.012000,0.016738
9.750128,1.011965,0.016748
9.760128,1.011930,0.016757
9.770128,1.011895,0.016767
9.780128,1.011860,0.016776
9.790129,1.011825,0.016787
9.800129,1.011791,0.016795
9.810129,1.011756,0.016805
9.820129,1.011722,0.016814
9.830130,1.011688,0.016825
9.840130,1.011654,0.016833
9.850130,1.011620,0.016842
9.860130,1.011586,0.016851
9.870131,1.011552,0.016860
9.880131,1.011518,0.016870
9.890131,1.011485,0.016878
9.900131,1.011451,0.016888
9.910131,1.011418,0.016896
9.920132,1.011384,0.016906
9.930132,1.011351,0.016915
9.940132,1.011318,0.016924
9.950132,1.011285,0.016932
9.960133,1.011252,0.016943
9.970133,1.011219,0.016951
9.980133,1.011186,0.016960
9.990133,1.011154,0.016969
10.000134,1.011121,0.016979
10.010134,1.011088,0.016987
10.020134,1.011056,0.016996
10.030134,1.011024,0.017003
10.040134,1.010992,0.017014
10.050135,1.010960,0.017021
10.060135,1.010928,0.017030
10.070135,1.010896,0.017038
10.080135,1.010864,0.017048
10.090136,1.010832,0.017056
10.100136,1.010801,0.017064
10.110136,1.010769,0.017074
10.120136,1.010738,0.017082
10.130136,1.010706,0.017090
10.140137,1.010675,0.017098
10.150137,1.010644,0.017108
10.160137,1.010613,0.017116
10.170137,1.010582,0.017124
10.180138,1.010551,0.017132
10.190138,1.010520,0.017142
10.200138,1.010489,0.017149
10.210138,1.010458,0.017158
10.220139,1.010428,0.017166
10.230139,1.010398,0.017174
10.240139,1.010367,0.017182
10.250139,1.010337,0.017191
10.260139,1.010307,0.017198
10.270140,1.010277,0.017207
10.280140,1.010247,0.017216
10.290140,1.010217,0.017223
10.300140,1.010187,0.017231
10.310141,1.010157,0.017240
10.320141,1.010128,0.017248
10.330141,1.010098,0.017256
10.340141,1.010069,0.017263
10.350142,1.010039,0.017272
10.360142,1.010010,0.017279
10.370142,1.009981,0.017288
10.380142,1.009951,0.017296
10.390142,1.009922,0.017304
10.400143,1.009893,0.017312
10.410143,1.009864,0.017320
10.420143,1.009835,0.017327
10.430143,1.009807,0.017334
10.440144,1.009778,0.017343
10.450144,1.009750,0.017350
10.460144,1.009721,0.017359
10.470144,1.009693,0.017365
10.480145,1.009665,0.017373
10.490145,1.009636,0.017382
10.500145,1.009608,0.017389
10.510145,1.009580,0.017396
10.520145,1.009552,0.017405
10.530146,1.009524,0.017411
10.540146,1.009497,0.017419
10.550146,1.009469,0.017427
10.560146,1.009441,0.017434
10.570147,1.009413,0.017443
10.580147,1.009386,0.017449
10.590147,1.009359,0.017457
10.600147,1.009331,0.017465
10.610147,1.009304,0.017472
10.620148,1.009277,0.017480
10.630148,1.009249,0.017488
10.640148,1.009223,0.017493
10.650148,1.009196,0.017502
10.660149,1.009169,0.017508
10.670149,1.009142,0.017516
10.680149,1.009115,0.017524
10.690149,1.009089,0.017530
10.700150,1.009062,0.017537
10.710150,1.009036,0.017545
10.720150,1.009009,0.017551
10.730150,1.008983,0.017560
10.740150,1.008957,0.017566
10.750151,1.008931,0.017573
10.760151,1.008905,0.017581
10.770151,1.008879,0.017587
10.780151,1.008853,0.017595
10.790152,1.008827,0.017601
10.800152,1.008801,0.017609
10.810152,1.008775,0.017616
10.820152,1.008750,0.017622
10.830153,1.008724,0.017631
10.840153,1.008699,0.017637
10.850153,1.008673,0.017645
10.860153,1.008648,0.017651
10.870153,1.008623,0.017657
10.880154,1.008597,0.017665
10.890154,1.008572,0.017670
10.900154,1.008547,0.017678
10.910154,1.008522,0.017684
10.920155,1.008497,0.017692
10.930155,1.008473,0.017698
10.940155,1.008448,0.017704
10.950155,1.008423,0.017712
10.960155,1.008399,0.017718
10.970156,1.008374,0.017725
10.980156,1.008350,0.017731
10.990156,1.008325,0.017739
11.000156,1.008301,0.017744
11.010157,1.008277,0.017751
11.020157,1.008253,0.017758
11.030157,1.008229,0.017764
11.040157,1.008204,0.017772
11.050158,1.008180,0.017777
11.060158,1.008157,0.017785
11.070158,1.008133,0.017790
11.080158,1.008109,0.017799
11.090158,1.008085,0.017804
11.100159,1.008061,0.017812
11.110159,1.008038,0.017816
11.120159,1.008014,0.017824
11.130159,1.007991,0.017829
11.140160,1.007968,0.017835
11.150160,1.007945,0.017842
11.160160,1.007921,0.017847
11.170160,1.007898,0.017855
11.180161,1.007875,0.017860
11.190161,1.007852,0.017867
11.200161,1.007829,0.017872
11.210161,1.007807,0.017880
11.220161,1.007784,0.017885
11.230162,1.007761,0.017893
11.240162,1.007738,0.017897
11.250162,1.007716,0.017905
11.260162,1.007693,0.017910
11.270163,1.007671,0.017917
11.280163,1.007648,0.017922
11.290163,1.007626,0.017930
11.300163,1.007604,0.017935
11.310163,1.007581,0.017942
11.320164,1.007559,0.017947
11.330164,1.007537,0.017955
11.340164,1.007515,0.017959
11.350164,1.007493,0.017966
11.360165,1.007471,0.017972
11.370165,1.007449,0.017976
11.380165,1.007428,0.017983
11.390165,1.007406,0.017987
11.400166,1.007384,0.017995
11.410166,1.007363,0.017999
11.420166,1.007342,0.018006
11.430166,1.007320,0.018012
11.440166,1.007299,0.018017
11.450167,1.007277,0.018024
11.460167,1.007256,0.018028
11.470167,1.007235,0.018036
11.480167,1.007214,0.018040
11.490168,1.007193,0.018047
11.500168,1.007172,0.018051
11.510168,1.007151,0.018059
11.520168,1.007130,0.018063
11.530169,1.007109,0.018070
11.540169,1.007088,0.018074
11.550169,1.007068,0.018081
11.560169,1.007047,0.018085
11.570169,1.007026,0.018093
11.580170,1.007006,0.018097
11.590170,1.006985,0.018104
11.600170,1.006965,0.018108
11.610170,1.006945,0.018115
11.620171,1.006924,0.018119
11.630171,1.006904,0.018126
11.640171,1.006884,0.018130
11.650171,1.006864,0.018137
11.660172,1.006844,0.018141
11.670172,1.006824,0.018147
11.680172,1.006804,0.018152
11.690172,1.006784,0.018157
11.700172,1.006764,0.018163
11.710173,1.006745,0.018167
11.720173,1.006725,0.018174
11.730173,1.006705,0.018178
11.740173,1.006686,0.018184
11.750174,1.006666,0.018189
11.760174,1.006647,0.018194
11.770174,1.006627,0.018200
11.780174,1.006608,0.018204
11.790174,1.006589,0.018211
11.800175,1.006570,0.018215
11.810175,1.006550,0.018221
11.820175,1.006531,0.018225
11.830175,1.006512,0.018231
11.840176,1.006493,0.018236
11.850176,1.006474,0.018241
11.860176,1.006455,0.018247
11.870176,1.006436,0.018251
11.880177,1.006418,0.018258
11.890177,1.006399,0.018261
11.900177,1.006380,0.018268
11.910177,1.006361,0.018273
11.920177,1.006343,0.018277
11.930178,1.006324,0.018283
11.940178,1.006306,0.018287
11.950178,1.006287,0.018294
11.960178,1.006269,0.018297
11.970179,1.006251,0.018302
11.980179,1.006233,0.018308
11.990179,1.006214,0.018311
12.000179,1.006196,0.018317
12.010180,1.006178,0.018321
12.020180,1.006160,0.018327
12.030180,1.006142,0.018332
12.040180,1.006124,0.018336
12.050180,1.006106,0.018342
12.060181,1.006089,0.018345
12.070181,1.006071,0.018351
12.080181,1.006053,0.018356
12.090181,1.006036,0.018360
12.100182,1.006018,0.018366
12.110182,1.006000,0.018369
12.120182,1.005983,0.018375
12.130182,1.005965,0.018380
12.140182,1.005948,0.018384
12.150183,1.005931,0.018390
12.160183,1.005913,0.018393
12.170183,1.005896,0.018399
12.180183,1.005879,0.018404
12.190184,1.005862,0.018408
12.200184,1.005844,0.018413
12.210184,1.005827,0.018417
12.220184,1.005810,0.018423
12.230185,1.005793,0.018427
12.240185,1.005776,0.018431
12.250185,1.005759,0.018437
12.260185,1.005743,0.018440
12.270185,1.005726,0.018446
12.280186,1.005709,0.018450
12.290186,1.005692,0.018454
12.300186,1.005676,0.018460
12.310186,1.005659,0.018462
12.320187,1.005643,0.018468
12.330187,1.005626,0.018472
12.340187,1.005610,0.018476
12.350187,1.005594,0.018481
12.360188,1.005577,0.018485
12.370188,1.005561,0.018489
12.380188,1.005545,0.018494
12.390188,1.005529,0.018499
12.400188,1.005512,0.018502
12.410189,1.005496,0.018507
12.420189,1.005480,0.018510
12.430189,1.005464,0.018516
12.440189,1.005448,0.018520
12.450190,1.005433,0.018524
12.460190,1.005417,0.018529
12.470190,1.005401,0.018533
12.480190,1.005385,0.018537
12.490191,1.005369,0.018542
12.500191,1.005354,0.018546
12.510191,1.005338,0.018550
12.520191,1.005322,0.018555
12.530191,1.005307,0.018559
12.540192,1.005291,0.018563
12.550192,1.005276,0.018568
12.560192,1.005260,0.018571
12.570192,1.005245,0.018576
12.580193,1.005230,0.018580
12.590193,1.005214,0.018584
12.600193,1.005199,0.018589
12.610193,1.005184,0.018593
12.620193,1.005169,0.018596
12.630194,1.005154,0.018601
12.640194,1.005139,0.018605
12.650194,1.005123,0.018609
12.660194,1.005108,0.018614
12.670195,1.005093,0.018618
12.680195,1.005079,0.018622
12.690195,1.005064,0.018625
12.700195,1.005049,0.018630
12.710196,1.005034,0.018632
12.720196,1.005020,0.018638
12.730196,1.005005,0.018641
12.740196,1.004990,0.018644
12.750196,1.004976,0.018649
12.760197,1.004961,0.018653
12.770197,1.004947,0.018656
12.780197,1.004933,0.018661
12.790197,1.004918,0.018665
12.800198,1.004904,0.018668
12.810198,1.004889,0.018673
12.820198,1.004875,0.018676
12.830198,1.004861,0.018679
12.840199,1.004847,0.018684
12.850199,1.004833,0.018688
12.860199,1.004819,0.018691
12.870199,1.004804,0.018696
12.880199,1.004790,0.018699
12.890200,1.004776,0.018702
12.900200,1.004763,0.018707
12.910200,1.004749,0.018711
12.920200,1.004735,0.018714
12.930201,1.004721,0.018718
12.940201,1.004707,0.018722
12.950201,1.004693,0.018725
12.960201,1.004680,0.018730
12.970201,1.004666,0.018733
12.980202,1.004652,0.018738
12.990202,1.004639,0.018740
13.000202,1.004625,0.018745
13.010202,1.004611,0.018749
13.020203,1.004598,0.018752
13.030203,1.004585,0.018756
13.040203,1.004571,0.018760
13.050203,1.004558,0.018763
13.060204,1.004544,0.018767
13.070204,1.004531,0.018771
13.080204,1.004518,0.018774
13.090204,1.004505,0.018779
13.100204,1.004491,0.018782
13.110205,1.004478,0.018785
13.120205,1.004465,0.018788
13.130205,1.004452,0.018792
13.140205,1.004439,0.018796
13.150206,1.004426,0.018798
13.160206,1.004413,0.018802
13.170206,1.004401,0.018806
13.180206,1.004388,0.018808
13.190207,1.004375,0.018812
13.200207,1.004362,0.018816
13.210207,1.004350,0.018820
13.220207,1.004337,0.018822
13.230207,1.004324,0.018826
13.240208,1.004312,0.018830
13.250208,1.004299,0.018832
13.260208,1.004287,0.018836
13.270208,1.004274,0.018840
13.280209,1.004262,0.018843
13.290209,1.004249,0.018846
13.300209,1.004237,0.018850
13.310209,1.004224,0.018853
13.320210,1.004212,0.018856
13.330210,1.004200,0.018860
13.340210,1.004188,0.018863
13.350210,1.004175,0.018867
13.360210,1.004163,0.018869
13.370211,1.004151,0.018873
13.380211,1.004139,0.018877
13.390211,1.004127,0.018881
13.400211,1.004115,0.018883
13.410212,1.004103,0.018887
13.420212,1.004091,0.018890
13.430212,1.004079,0.018893
13.440212,1.004067,0.018897
13.450212,1.004055,0.018900
13.460213,1.004043,0.018904
13.470213,1.004031,0.018906
13.480213,1.004019,0.018910
13.490213,1.004007,0.018913
13.500214,1.003996,0.018916
13.510214,1.003984,0.018919
13.520214,1.003972,0.018923
13.530214,1.003961,0.018926
13.540215,1.003949,0.018928
13.550215,1.003938,0.018933
13.560215,1.003926,0.018936
13.570215,1.003914,0.018939
13.580215,1.003903,0.018941
13.590216,1.003892,0.018946
13.600216,1.003880,0.018949
13.610216,1.003869,0.018950
13.620216,1.003858,0.018954
13.630217,1.003847,0.018956
13.640217,1.003835,0.018960
13.650217,1.003824,0.018963
13.660217,1.003813,0.018965
13.670218,1.003802,0.018969
13.680218,1.003791,0.018972
13.690218,1.003780,0.018975
13.700218,1.003769,0.018977
13.710218,1.003758,0.018981
13.720219,1.003747,0.018983
13.730219,1.003736,0.018987
13.740219,1.003725,0.018989
13.750219,1.003714,0.018992
13.760220,1.003703,0.018995
13.770220,1.003693,0.018999
13.780220,1.003682,0.019000
13.790220,1.003671,0.019004
13.800220,1.003660,0.019007
13.810221,1.003650,0.019010
13.820221,1.003639,0.019012
13.830221,1.003628,0.019016
13.840221,1.003618,0.019018
13.850222,1.003607,0.019022
13.860222,1.003597,0.019023
13.870222,1.003586,0.019027
13.880222,1.003576,0.019030
13.890223,1.003565,0.019033
13.900223,1.003555,0.019035
13.910223,1.003544,0.019039
13.920223,1.003534,0.019041
13.930223,1.003524,0.019045
13.940224,1.003513,0.019046
13.950224,1.003503,0.019050
13.960224,1.003493,0.019053
13.970224,1.003483,0.019056
13.980225,1.003473,0.019057
13.990225,1.003462,0.019061
14.000225,1.003452,0.019064
14.010225,1.003442,0.019067
14.020226,1.003432,0.019070
14.030226,1.003422,0.019072
14.040226,1.003412,0.019075
14.050226,1.003402,0.019078
14.060226,1.003392,0.019081
14.070227,1.003382,0.019083
14.080227,1.003372,0.019086
14.090227,1.003362,0.019089
14.100227,1.003352,0.019092
14.110228,1.003343,0.019094
14.120228,1.003333,0.019097
14.130228,1.003323,0.019100
14.140228,1.003313,0.019103
14.150229,1.003304,0.019106
14.160229,1.003294,0.019107
14.170229,1.003284,0.019111
14.180229,1.003275,0.019112
14.190229,1.003265,0.019116
14.200230,1.003256,0.019117
14.210230,1.003246,0.019120
14.220230,1.003237,0.019122
14.230230,1.003227,0.019125
14.240231,1.003218,0.019128
14.250231,1.003209,0.019129
14.260231,1.003199,0.019132
14.270231,1.003190,0.019135
14.280231,1.003181,0.019138
14.290232,1.003172,0.019140
14.300232,1.003162,0.019142
14.310232,1.003153,0.019145
14.320232,1.003144,0.019147
14.330233,1.003135,0.019150
14.340233,1.003126,0.019152
14.350233,1.003117,0.019154
14.360233,1.003108,0.019157
14.370234,1.003098,0.019159
14.380234,1.003089,0.019162
14.390234,1.003080,0.019165
14.400234,1.003071,0.019166
14.410234,1.003062,0.019169
14.420235,1.003054,0.019172
14.430235,1.003045,0.019174
14.440235,1.003036,0.019177
14.450235,1.003027,0.019178
14.460236,1.003018,0.019181
14.470236,1.003009,0.019184
14.480236,1.003000,0.019187
14.490236,1.002992,0.019189
14.500237,1.002983,0.019190
14.510237,1.002974,0.019194
14.520237,1.002965,0.019196
14.530237,1.002957,0.019199
14.540237,1.002948,0.019201
14.550238,1.002939,0.019202
14.560238,1.002931,0.019206
14.570238,1.002922,0.019208
14.580238,1.002914,0.019211
14.590239,1.002905,0.019213
14.600239,1.002897,0.019214
14.610239,1.002888,0.019217
14.620239,1.002880,0.019220
14.630239,1.002871,0.019222
14.640240,1.002863,0.019225
14.650240,1.002854,0.019226
14.660240,1.002846,0.019229
14.670240,1.002838,0.019231
14.680241,1.002829,0.019234
14.690241,1.002821,0.019236
14.700241,1.002813,0.019238
14.710241,1.002805,0.019241
14.720242,1.002796,0.019243
14.730242,1.002788,0.019246
14.740242,1.002780,0.019248
14.750242,1.002772,0.019249
14.760242,1.002764,0.019252
14.770243,1.002756,0.019254
14.780243,1.002748,0.019257
14.790243,1.002739,0.019259
14.800243,1.002731,0.019260
14.810244,1.002723,0.019263
14.820244,1.002715,0.019265
14.830244,1.002707,0.019268
14.840244,1.002699,0.019270
14.850245,1.002692,0.019272
14.860245,1.002684,0.019275
14.870245,1.002676,0.019275
14.880245,1.002668,0.019278
14.890245,1.002661,0.019280
14.900246,1.002653,0.019282
14.910246,1.002645,0.019283
14.920246,1.002638,0.019286
14.930246,1.002630,0.019287
14.940247,1.002622,0.019290
14.950247,1.002615,0.019292
14.960247,1.002607,0.019294
14.970247,1.002599,0.019295
14.980247,1.002592,0.019298
14.990248,1.002584,0.019299
